"00012c0a-9bff-4787-a7eb-56c3d2f43692";"bc015874-618f-4b4f-b1da-8813b1835343";1
"0015315d-a2b8-4b72-8e60-0d34a72e6de8";"0015315d-a2b8-4b72-8e60-0d34a72e6de8";1
"0015ec22-72cb-4af1-8c7b-0ba0d041553c";"0015ec22-72cb-4af1-8c7b-0ba0d041553c";1
"0017271e-7df5-40bc-833a-36110c1fe5d5";"0017271e-7df5-40bc-833a-36110c1fe5d5";1
"001790f3-fd86-4a0d-a2a1-06c7099d90c8";"001790f3-fd86-4a0d-a2a1-06c7099d90c8";1
"0061b12a-9084-499b-9fc0-bf66025198eb";"0061b12a-9084-499b-9fc0-bf66025198eb";1
"006aa3f7-59ba-450f-aa45-a2b2d1752647";"006aa3f7-59ba-450f-aa45-a2b2d1752647";1
"007de693-1d9e-40a5-a8b4-3d11bce8be9a";"007de693-1d9e-40a5-a8b4-3d11bce8be9a";1
"00907a61-b501-4f47-b688-1dc2b51d48c1";"00907a61-b501-4f47-b688-1dc2b51d48c1";1
"0097bf60-3729-40b6-94d0-06bd6146cfc2";"0097bf60-3729-40b6-94d0-06bd6146cfc2";1
"0098b967-2131-43d2-b684-254583fbadc7";"0098b967-2131-43d2-b684-254583fbadc7";1
"009a49e8-09a7-4432-9cb9-f2dd18e8f922";"009a49e8-09a7-4432-9cb9-f2dd18e8f922";1
"009f3374-e604-4e24-88f5-d785cd93aac7";"009f3374-e604-4e24-88f5-d785cd93aac7";1
"00acb9f0-1640-4f8c-89ef-d857e1428be0";"00acb9f0-1640-4f8c-89ef-d857e1428be0";1
"00d2fef1-e4d4-4a16-8e81-b8cc514e4c25";"00d2fef1-e4d4-4a16-8e81-b8cc514e4c25";1
"00df61ec-de0a-4f06-8736-839c6d225859";"00df61ec-de0a-4f06-8736-839c6d225859";1
"00e73fdb-98df-4a03-8290-79931cddfd12";"00e73fdb-98df-4a03-8290-79931cddfd12";1
"01056d4b-f9b0-4dfc-b8d9-8407c8376efb";"01056d4b-f9b0-4dfc-b8d9-8407c8376efb";1
"01174955-d4f9-4825-9188-791b79abc8e1";"01174955-d4f9-4825-9188-791b79abc8e1";1
"01248058-8a0f-40f6-8555-13ec37c7931d";"01248058-8a0f-40f6-8555-13ec37c7931d";1
"01285299-c683-4e15-b654-201987a7a738";"01285299-c683-4e15-b654-201987a7a738";1
"0131a35d-1d37-46ee-aed2-5ca12ac07ad4";"0131a35d-1d37-46ee-aed2-5ca12ac07ad4";1
"013a65bf-5b9e-4621-bd60-14909fd4cbc6";"013a65bf-5b9e-4621-bd60-14909fd4cbc6";1
"014bd81b-88c7-4a81-b872-201dcbfb8bbf";"014bd81b-88c7-4a81-b872-201dcbfb8bbf";1
"016da38a-40a6-483c-b328-9782dc46e802";"016da38a-40a6-483c-b328-9782dc46e802";1
"017be306-b88a-4d3a-a906-b8734b72b6fb";"017be306-b88a-4d3a-a906-b8734b72b6fb";1
"019ad37a-2728-455e-aa8d-c921d26c3cc7";"019ad37a-2728-455e-aa8d-c921d26c3cc7";1
"01c12fca-ad8b-4902-8b48-2d5afe3d3a0f";"01c12fca-ad8b-4902-8b48-2d5afe3d3a0f";1
"01d052a5-9c4b-4c3a-8593-2e651c0a5bdf";"01d052a5-9c4b-4c3a-8593-2e651c0a5bdf";1
"01e16652-6f42-42f4-a23d-d10f166aaec9";"01e16652-6f42-42f4-a23d-d10f166aaec9";1
"01f511e2-7030-45f0-abb7-c24a4fae698b";"01f511e2-7030-45f0-abb7-c24a4fae698b";1
"020182dd-907f-4a99-b1f7-f28aae3d11ef";"020182dd-907f-4a99-b1f7-f28aae3d11ef";1
"0217e70b-e467-4ec6-8800-09d011b7e689";"0217e70b-e467-4ec6-8800-09d011b7e689";1
"021b8f30-26ac-4012-880a-69bfd65bfed4";"021b8f30-26ac-4012-880a-69bfd65bfed4";1
"02381700-f27e-4ffa-b58f-e7309ad7f9e7";"02381700-f27e-4ffa-b58f-e7309ad7f9e7";1
"024b1a73-0cff-4b49-9e1e-7d75110f1e31";"024b1a73-0cff-4b49-9e1e-7d75110f1e31";1
"024c9722-1e88-412b-8c4b-10c532be8dca";"024c9722-1e88-412b-8c4b-10c532be8dca";1
"024e919d-91ee-47c7-9f0b-ebe851cc61fb";"024e919d-91ee-47c7-9f0b-ebe851cc61fb";1
"025fcb20-0591-4bae-80fc-7c34e9af2e7b";"025fcb20-0591-4bae-80fc-7c34e9af2e7b";1
"0267272f-ea07-498a-9723-43583f115b46";"0267272f-ea07-498a-9723-43583f115b46";1
"02703daf-fde4-489a-b7e5-523e46151312";"02703daf-fde4-489a-b7e5-523e46151312";1
"029af65d-7b19-4189-9c92-81fc03909665";"0c9508aa-139d-4f85-aafb-28ce1b1f5425";1
