benzene, 1,4-dichloro-/emissions to soil/industrial/kg;6e3330db-8734-42aa-b9a3-e979528e57b0;1.0;Benzene, 1,4-dichloro-;Emissions to soil/industrial;;1,4-dichlorobenzene;Elementary flows/Emission to soil/industrial;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, 1,4-dichloro-/emissions to soil/unspecified/kg;93f42ed2-f818-4239-b220-454fe7cb9d41;1.0;Benzene, 1,4-dichloro-;Emissions to soil/Unspecified;;1,4-dichlorobenzene;Elementary flows/Emission to soil/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, 1,4-dichloro-/emissions to water/unspecified/kg;1a7e477b-115b-4753-8170-0f321551b4f4;1.0;Benzene, 1,4-dichloro-;Emissions to water/Unspecified;;1,4-dichlorobenzene;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, 1,4-dinitro-/emissions to air/low. pop./kg;08cafecb-78a5-434a-b472-2a144b951c66;1.0;Benzene, 1,4-dinitro-;Emissions to air/low. pop.;;1,4-dinitrobenzene;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, 1,4-dinitro-/emissions to air/unspecified/kg;ecf1008c-7631-4780-ae94-c1c8a68fa484;1.0;Benzene, 1,4-dinitro-;Emissions to air/Unspecified;;1,4-dinitrobenzene;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, 1,4-dinitro-/emissions to soil/industrial/kg;8fde2300-233c-444f-8bdf-f25e1b225321;1.0;Benzene, 1,4-dinitro-;Emissions to soil/industrial;;1,4-dinitrobenzene;Elementary flows/Emission to soil/industrial;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, 1,4-dinitro-/emissions to water/unspecified/kg;5c6f37e8-de99-46bf-b344-9b9596719627;1.0;Benzene, 1,4-dinitro-;Emissions to water/Unspecified;;1,4-dinitrobenzene;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, 1-methyl-2-nitro-/emissions to air/high. pop./kg;a4420691-4666-4855-9124-3030ed233407;1.0;Benzene, 1-methyl-2-nitro-;Emissions to air/high. pop.;;o-Nitrotoluene;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, 1-methyl-4-(1-methylethyl)-/emissions to water/unspecified/kg;7ae371a6-8532-11e0-9d78-0800200c9a66;1.0;Benzene, 1-methyl-4-(1-methylethyl)-;Emissions to water/Unspecified;;Benzene, 1-methyl-4-(1-methylethyl)-;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, 2,4-dichloro-1-(4-nitrophenoxy)-/emissions to air/unspecified/kg;0e1560cf-7b3d-443b-b77d-0425f95d9142;1.0;Benzene, 2,4-dichloro-1-(4-nitrophenoxy)-;Emissions to air/Unspecified;;NITROFEN;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, 2,4-dichloro-1-(4-nitrophenoxy)-/emissions to soil/industrial/kg;fe63ba8b-07b5-4fa7-83d9-675afe66dd2d;1.0;Benzene, 2,4-dichloro-1-(4-nitrophenoxy)-;Emissions to soil/industrial;;NITROFEN;Elementary flows/Emission to soil/industrial;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, chloro-/emissions to air/high. pop./kg;5e0131bf-3240-48d9-8bc7-210147cb7963;1.0;Benzene, chloro-;Emissions to air/high. pop.;;Benzene, chloro-;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, chloro-/emissions to air/low. pop./kg;46c04893-e98d-4ab6-a94a-ddbf27f60e50;1.0;Benzene, chloro-;Emissions to air/low. pop.;;Benzene, chloro-;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, chloro-/emissions to air/unspecified/kg;63e7892d-8549-11e0-9d78-0800200c9a66;1.0;Benzene, chloro-;Emissions to air/Unspecified;;Benzene, chloro-;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, chloro-/emissions to soil/industrial/kg;8eb81f0d-4316-4145-8581-755bfb5adcb3;1.0;Benzene, chloro-;Emissions to soil/industrial;;Benzene, chloro-;Elementary flows/Emission to soil/industrial;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, chloro-/emissions to soil/unspecified/kg;edf80471-e08f-4a72-be49-75b24d30e354;1.0;Benzene, chloro-;Emissions to soil/Unspecified;;Benzene, chloro-;Elementary flows/Emission to soil/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, chloro-/emissions to water/river/kg;e38eb567-b080-4f80-894c-f6984eec5119;1.0;Benzene, chloro-;Emissions to water/river;;Benzene, chloro-;Elementary flows/Emission to water/surface water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, chloro-/emissions to water/river, long-term/kg;8b84f97c-7b3a-4d63-b160-cf2ee381821f;1.0;Benzene, chloro-;Emissions to water/river, long-term;;Benzene, chloro-;Elementary flows/Emission to water/river, long-term;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, chloro-/emissions to water/unspecified/kg;7f886a09-50b2-49c1-8fdf-d330c90556a1;1.0;Benzene, chloro-;Emissions to water/Unspecified;;Benzene, chloro-;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, dichloro-/emissions to air/high. pop./kg;57d178ab-a602-46c2-9dfa-cb0869a26c24;1.0;Benzene, dichloro-;Emissions to air/high. pop.;;Benzene, dichloro-;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, dichloro-/emissions to air/low. pop./kg;6b4a1aac-0d2d-4f5f-ac44-1d9d7475ea8b;1.0;Benzene, dichloro-;Emissions to air/low. pop.;;Benzene, dichloro-;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, dichloro-/emissions to air/unspecified/kg;7f47227c-f35d-4747-853d-b7364fef2f7e;1.0;Benzene, dichloro-;Emissions to air/Unspecified;;Benzene, dichloro-;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, dichloro-/emissions to water/unspecified/kg;cea14418-ef39-4a1c-9d5a-be791e293a37;1.0;Benzene, dichloro-;Emissions to water/Unspecified;;Benzene, dichloro-;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, ethyl-/emissions to air//kg;88ef28f1-cfd5-44a0-ac34-01acf2db84a0;1.0;Benzene, ethyl-;Emissions to air/;;Benzene, ethyl-;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, ethyl-/emissions to air/high. pop./kg;7c09916a-b6b5-47f5-bdf6-30d2511beb82;1.0;Benzene, ethyl-;Emissions to air/high. pop.;;Benzene, ethyl-;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, ethyl-/emissions to air/low. pop./kg;e0e605c8-370b-4b5a-b6d4-2e7a5a1a6709;1.0;Benzene, ethyl-;Emissions to air/low. pop.;;Benzene, ethyl-;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, ethyl-/emissions to air/unspecified/kg;88ef28f1-cfd5-44a0-ac34-01acf2db84a0;1.0;Benzene, ethyl-;Emissions to air/Unspecified;;Benzene, ethyl-;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, ethyl-/emissions to soil/industrial/kg;f22bb740-3bb3-46eb-8a08-6f3e48bd025c;1.0;Benzene, ethyl-;Emissions to soil/industrial;;Benzene, ethyl-;Elementary flows/Emission to soil/industrial;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, ethyl-/emissions to soil/unspecified/kg;bd87711a-ca51-4601-8d81-7ea58f2f7362;1.0;Benzene, ethyl-;Emissions to soil/Unspecified;;Benzene, ethyl-;Elementary flows/Emission to soil/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, ethyl-/emissions to water//kg;3dd549fd-825c-4ceb-a5f9-2988d322dc5d;1.0;Benzene, ethyl-;Emissions to water/;;Benzene, ethyl-;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, ethyl-/emissions to water/ocean/kg;a5634f8a-d2f3-4e9a-8ee5-6f11234b9b1e;1.0;Benzene, ethyl-;Emissions to water/ocean;;Benzene, ethyl-;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, ethyl-/emissions to water/river/kg;4abbbc48-a8d0-4c3a-9dea-4e67f1505230;1.0;Benzene, ethyl-;Emissions to water/river;;Benzene, ethyl-;Elementary flows/Emission to water/surface water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, ethyl-/emissions to water/unspecified/kg;3dd549fd-825c-4ceb-a5f9-2988d322dc5d;1.0;Benzene, ethyl-;Emissions to water/Unspecified;;Benzene, ethyl-;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, hexachloro-/emissions to air//kg;04f42988-6207-4d09-a91f-155be8d27eb0;1.0;Benzene, hexachloro-;Emissions to air/;;Benzene, hexachloro-;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, hexachloro-/emissions to air/high. pop./kg;1af44724-172c-462b-b277-bb4b2fd32c33;1.0;Benzene, hexachloro-;Emissions to air/high. pop.;;Benzene, hexachloro-;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, hexachloro-/emissions to air/low. pop./kg;a028cff8-e405-4d44-8322-f46e9e51bcdc;1.0;Benzene, hexachloro-;Emissions to air/low. pop.;;Benzene, hexachloro-;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, hexachloro-/emissions to soil/industrial/kg;d1612599-79d2-45b8-8296-d02402b09933;1.0;Benzene, hexachloro-;Emissions to soil/industrial;;Benzene, hexachloro-;Elementary flows/Emission to soil/industrial;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, hexachloro-/emissions to soil/unspecified/kg;179332b2-2fb2-48ed-98ff-21ac7a25e55d;1.0;Benzene, hexachloro-;Emissions to soil/Unspecified;;Benzene, hexachloro-;Elementary flows/Emission to soil/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, hexachloro-/emissions to water/unspecified/kg;66a169f2-82a9-446c-9daf-df444f2476c6;1.0;Benzene, hexachloro-;Emissions to water/Unspecified;;Benzene, hexachloro-;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, pentachloro-/emissions to air/high. pop./kg;c75dd699-08a5-4215-acf5-e618995e768f;1.0;Benzene, pentachloro-;Emissions to air/high. pop.;;Benzene, pentachloro-;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, pentachloro-/emissions to air/low. pop./kg;7aba10bb-f9e0-4537-a3df-00bd5216e31a;1.0;Benzene, pentachloro-;Emissions to air/low. pop.;;Benzene, pentachloro-;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, pentachloro-/emissions to air/unspecified/kg;6a9ef0ac-2a82-492b-90f7-7f8d09995bbc;1.0;Benzene, pentachloro-;Emissions to air/Unspecified;;Benzene, pentachloro-;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, pentachloro-/emissions to soil/industrial/kg;a8dd7665-74c7-4a87-a633-ae08e80e5a4a;1.0;Benzene, pentachloro-;Emissions to soil/industrial;;Benzene, pentachloro-;Elementary flows/Emission to soil/industrial;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, pentachloro-/emissions to soil/unspecified/kg;25322d32-24f9-4c36-9a74-abd83882e659;1.0;Benzene, pentachloro-;Emissions to soil/Unspecified;;Benzene, pentachloro-;Elementary flows/Emission to soil/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, pentachloro-/emissions to water/unspecified/kg;dcca27fa-7675-421b-89cf-7076715e11ed;1.0;Benzene, pentachloro-;Emissions to water/Unspecified;;Benzene, pentachloro-;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, pentachloronitro-/emissions to air/low. pop./kg;4f30f8ed-0192-468e-9453-e748a3c471c9;1.0;Benzene, pentachloronitro-;Emissions to air/low. pop.;;Quintozene;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, pentachloronitro-/emissions to air/unspecified/kg;21d98642-5887-450e-b228-fd75d67aeac9;1.0;Benzene, pentachloronitro-;Emissions to air/Unspecified;;Quintozene;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, pentachloronitro-/emissions to soil/agricultural/kg;99f78a2c-48e3-492c-aa5a-ed0c2f24a1a0;1.0;Benzene, pentachloronitro-;Emissions to soil/agricultural;;Quintozene;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, pentachloronitro-/emissions to water/unspecified/kg;26c197e9-6d1f-42b5-a73a-ff6e1b46e639;1.0;Benzene, pentachloronitro-;Emissions to water/Unspecified;;Quintozene;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene, pentamethyl-/emissions to water/unspecified/kg;20c282c3-d3ef-4792-953f-dcd1b64c5063;1.0;Benzene, pentamethyl-;Emissions to water/Unspecified;;Benzene, pentamethyl-;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene/emissions to air//kg;28999907-a8a7-45b3-857e-836495ca2aa0;1.0;Benzene;Emissions to air/;;Benzene;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene/emissions to air/high. pop./kg;1bb6a502-3ff9-4a79-835c-5588b855f1f5;1.0;Benzene;Emissions to air/high. pop.;;Benzene;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene/emissions to air/low. pop./kg;5e883a00-04e6-4d96-8dce-12d7117c6635;1.0;Benzene;Emissions to air/low. pop.;;Benzene;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene/emissions to air/stratosphere + troposphere/kg;eb15dd66-43ee-4161-ac90-2cd6d19ca72d;1.0;Benzene;Emissions to air/stratosphere + troposphere;;Benzene;Elementary flows/Emission to air/lower stratosphere + upper troposphere;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene/emissions to air/unspecified/kg;28999907-a8a7-45b3-857e-836495ca2aa0;1.0;Benzene;Emissions to air/Unspecified;;Benzene;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene/emissions to soil/industrial/kg;eba2488b-793f-4ef7-bb4f-f860cdd078e3;1.0;Benzene;Emissions to soil/industrial;;Benzene;Elementary flows/Emission to soil/industrial;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene/emissions to soil/unspecified/kg;b8d35216-a196-42a5-a211-4b09dc646706;1.0;Benzene;Emissions to soil/Unspecified;;Benzene;Elementary flows/Emission to soil/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene/emissions to water//kg;31ba993d-f8aa-44c0-bae1-b6c2081144f6;1.0;Benzene;Emissions to water/;;Benzene;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene/emissions to water/ocean/kg;19108dfd-9b70-4fca-bac5-d523f8b5d3c0;1.0;Benzene;Emissions to water/ocean;;Benzene;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene/emissions to water/river/kg;a1891db2-db98-45fc-ae0e-b3d3c17850c5;1.0;Benzene;Emissions to water/river;;Benzene;Elementary flows/Emission to water/surface water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzene/emissions to water/unspecified/kg;31ba993d-f8aa-44c0-bae1-b6c2081144f6;1.0;Benzene;Emissions to water/Unspecified;;Benzene;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzenes, alkylated, unspecified/emissions to water/unspecified/kg;1fa13519-31f3-4346-8fd3-748f320831a0;1.0;Benzenes, alkylated, unspecified;Emissions to water/Unspecified;;Benzenes, alkylated, unspecified;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzidine, 3,3'-dichloro-, dihydrochloride/emissions to air/unspecified/kg;d674331f-cecc-4700-b869-769a54f268da;1.0;Benzidine, 3,3'-dichloro-, dihydrochloride;Emissions to air/Unspecified;;Benzidine, 3,3'-dichloro-, dihydrochloride;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzidine, 3,3'-dichloro-/emissions to air/high. pop./kg;1c7c6578-41a5-4399-884f-be8d315fe817;1.0;Benzidine, 3,3'-dichloro-;Emissions to air/high. pop.;;3,3-Dichlorobenzidine;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzidine, 3,3'-dichloro-/emissions to air/low. pop./kg;1e5f10f7-e5ad-4cbb-aff3-409b25b89c9d;1.0;Benzidine, 3,3'-dichloro-;Emissions to air/low. pop.;;3,3-Dichlorobenzidine;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzidine, 3,3'-dichloro-/emissions to air/unspecified/kg;b2c82b99-f9f4-49df-bbd8-b3fd19ce39ae;1.0;Benzidine, 3,3'-dichloro-;Emissions to air/Unspecified;;3,3-Dichlorobenzidine;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzidine, 3,3'-dichloro-/emissions to water/unspecified/kg;c63bb1b3-4b04-42bf-b635-a1b631554fa7;1.0;Benzidine, 3,3'-dichloro-;Emissions to water/Unspecified;;3,3-Dichlorobenzidine;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzidine, 3,3'-dimethoxy-, dihydrochloride/emissions to air/low. pop./kg;6bda1e1c-be32-42c1-9f5e-e68213f0f270;1.0;Benzidine, 3,3'-dimethoxy-, dihydrochloride;Emissions to air/low. pop.;;Benzidine, 3,3'-dimethoxy-, dihydrochloride;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzidine, 3,3'-dimethoxy-, dihydrochloride/emissions to air/unspecified/kg;77632a69-f679-4de7-9fc1-b0f9cb2e4dec;1.0;Benzidine, 3,3'-dimethoxy-, dihydrochloride;Emissions to air/Unspecified;;Benzidine, 3,3'-dimethoxy-, dihydrochloride;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzidine, 3,3'-dimethoxy-, dihydrochloride/emissions to water/unspecified/kg;68a851ef-5d4a-4e53-8786-d4394b655cd8;1.0;Benzidine, 3,3'-dimethoxy-, dihydrochloride;Emissions to water/Unspecified;;Benzidine, 3,3'-dimethoxy-, dihydrochloride;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzidine, 3,3'-dimethoxy-/emissions to air/unspecified/kg;12f4896d-97ba-4a69-ae3c-b4e90b254006;1.0;Benzidine, 3,3'-dimethoxy-;Emissions to air/Unspecified;;Benzidine, 3,3'-dimethoxy-;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzidine, 3,3'-dimethyl-/emissions to air/unspecified/kg;e6504ce3-e6b5-49b5-8394-b0faa1583901;1.0;Benzidine, 3,3'-dimethyl-;Emissions to air/Unspecified;;3,3'-dimethylbenzidine;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzidine/emissions to air/high. pop./kg;7943b0b1-0659-4f03-8880-d1a064ff4929;1.0;Benzidine;Emissions to air/high. pop.;;benzidine;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzidine/emissions to air/low. pop./kg;f1e23521-b28c-478e-ac5c-b47f73c51148;1.0;Benzidine;Emissions to air/low. pop.;;benzidine;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzidine/emissions to air/unspecified/kg;1d5396ff-9717-4280-872a-87bfe5982759;1.0;Benzidine;Emissions to air/Unspecified;;benzidine;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
benzidine/emissions to water/unspecified/kg;5b123dc8-9cb7-40de-92f5-23e8dc6b7d1a;1.0;Benzidine;Emissions to water/Unspecified;;benzidine;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;kg;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;;
