"9a87f840-752d-4863-b911-533f92ee5073";"a";"Year (rounded)";365;"year;yr";"af638906-3ec7-4314-8de7-f76039f2dd01"
"9bc2cfb2-fb43-42e6-9783-6c7479c78cce";"bl (Imp)";"Barrel (Imperial)";0.16;;"93a60a57-a3c8-12da-a746-0800200c9a66"
"9bf0166c-fa76-47d0-95af-054ea9125f2c";"Items*nmi";"Items times nautical mile";1.85;;"5454b231-270e-45e6-89b2-7f4f3e482245"
"9cd2a2c5-77a2-4b58-b893-b039dfe635ed";"yd3";"Cubic yards";0.76;"cu.yd";"93a60a57-a3c8-12da-a746-0800200c9a66"
"9dd23b40-4394-4f9a-9572-5f2ee9643864";"Mt";"Megatonne";1000000000;"Mtn";"93a60a57-a4c8-11da-a746-0800200c9a66"
"9e6a97bb-e0cf-4e4a-9f3a-37067740b421";"cm3*a";"Cubic centimetres * year";1e-06;"cm3y";"93a60a57-a3c8-23da-a746-0800200c9a66"
"9fa94e47-03bd-4ad1-8726-e10cfb6dbb7a";"min";"Minute";0.000694;;"af638906-3ec7-4314-8de7-f76039f2dd01"
"a0805221-ed1e-4177-9e2a-4b72ce2beb06";"l*km";"Litre times kilometre";0.001;;"ff8ed45d-bbfb-4531-8c7b-9b95e52bd41d"
"a16960ba-31e2-4fe9-82fe-219013f4708f";"yd";"Yard (international)";0.91;"yard";"838aaa22-0117-11db-92e3-0800200c9a66"
"a19bcd84-e836-4764-8367-419dac3d2434";"pt (US dry)";"Pint (US dry)";0.000551;;"93a60a57-a3c8-12da-a746-0800200c9a66"
"a3350a8a-5cb0-440d-9752-8afe8c08c455";"dwt";"Pennyweight";0.001555174;;"93a60a57-a4c8-11da-a746-0800200c9a66"
"a40229e6-7275-42e3-a304-23d590044770";"kg*km";"Kilogram-kilometre";0.001;"kgkm;kgkm";"838aaa21-0117-11db-92e3-0800200c9a66"
"a45722ee-fc30-4bb1-aa95-5c8fb56c6bfb";"Rutherford";"Rutherford";1000;;"93a60a57-a3c8-16da-a746-0800200c9a66"
"a55b7fe7-fa09-47ef-be62-e07b8e6f4351";"EUR 2000";"Euro";1;;"da299c4d-1741-4da8-9fbd-5ccfb5e1d688"
"a681e9e5-6304-45f0-a5f4-df413eee0724";"bl (US beer)";"Barrel (US beer)";0.11;;"93a60a57-a3c8-12da-a746-0800200c9a66"
"a9736781-d59e-43dc-8584-147b50595c1c";"µBq";"microBequerel";1e-09;;"93a60a57-a3c8-16da-a746-0800200c9a66"
"aa14a795-2239-496a-81b0-ad7cb8bbe0d2";"cm*m2/d";"Centimetre times square metre per day";1;;"f2275057-f8be-4db9-bb78-5dfc276967a0"
"ab01fe47-d2c0-4308-adb1-e32df38d5a50";"kg*d";"Kilogram times day (1 year = 365 days)";0.00274;;"59f191d6-5dd3-4553-af88-1a32accfe308"
"ac324d87-9961-463a-81a1-099bb0f7d89b";"Bq";"Bequerel, 1 event per second";0.001;;"93a60a57-a3c8-16da-a746-0800200c9a66"
"ac4057f9-ec4a-4b31-9d3b-ff96969e50ff";"cl";"Centilitre";1e-05;"cL";"93a60a57-a3c8-12da-a746-0800200c9a66"
"ae5cced9-f9f1-4719-bd37-837b36013d96";"ct";"Carat (metric)";0.0002;"carat";"93a60a57-a4c8-11da-a746-0800200c9a66"
"ae63f1fd-3679-443a-ad06-8d03e867351e";"GBP 2000";"Pound sterling";1.65;;"da299c4d-1741-4da8-9fbd-5ccfb5e1d688"
"aff60d84-007c-4f30-bfda-3853760f6954";"kWh/m2*d";"Kilowatthour per square metre times day";1;"kWh/m2*d;kWh/m2d;kWh/m²d";"876adcd3-29e6-44e2-acdd-11be304ae654"
"b2ad404c-3e4f-4a7a-a604-46fb36654823";"kg*a";"Kilogram times year";1;"kgy";"59f191d6-5dd3-4553-af88-1a32accfe308"
"b396b97c-29ab-409a-b6fa-2285589041bd";"mm2a";"Square millimetres * year";1e-06;;"93a60a57-a3c8-20da-a746-0800200c9a66"
"b80a512e-e402-4363-8ad0-7d02dcf4a459";"l";"Litre";0.001;;"93a60a57-a3c8-12da-a746-0800200c9a66"
"b872a063-0500-42b7-9e5d-441642d84417";"mg";"Milligram";1e-06;;"93a60a57-a4c8-11da-a746-0800200c9a66"
"b9948675-d7f6-4f0b-afa0-aa320718bb98";"M$ 2000";"Mega US dollar 2000";1100000;;"da299c4d-1741-4da8-9fbd-5ccfb5e1d688"
"b9a011a0-c9bf-459b-b105-2623d1b61ddf";"km2";"Square kilometre";1000000;"km²";"93a60a57-a3c8-18da-a746-0800200c9a66"
"c026770b-5b4f-467d-8fdb-15dfb8e52913";"pt (Imp)";"Pint (Imperial)";0.000568;;"93a60a57-a3c8-12da-a746-0800200c9a66"
"c530708d-be50-4207-b536-23d0857210bf";"gal (US dry)";"Gallon (US dry)";0.0044;;"93a60a57-a3c8-12da-a746-0800200c9a66"
"c66d26f1-7946-4027-85f0-ac79222a59f1";"ft2";"British square feet";0.09;"ft²;sq.ft";"93a60a57-a3c8-18da-a746-0800200c9a66"
"c7266b67-4ea2-457f-b391-9b94e26e195a";"m2*a";"Square metre times year";1;"m²*a;m2a;m²a;m2a";"93a60a57-a3c8-20da-a746-0800200c9a66"
"c8166ae2-b592-4eb9-b365-e384c8b79f3c";"km2*a";"Square kilometre times year";1000000;"km²*a;km2a;km²a;km2a";"93a60a57-a3c8-20da-a746-0800200c9a66"
"cc44768b-c0ce-4bc9-804a-c59b67d22e39";"mm";"Millimetre";0.001;;"838aaa22-0117-11db-92e3-0800200c9a66"
"cd277914-c68c-4be4-b7cf-cdf17a6e7f48";"in2";"Square inches";0.000645;"sq.in";"93a60a57-a3c8-18da-a746-0800200c9a66"
"ce39138f-55f8-47bc-b55a-66027fc836d9";"Items*mi";"Items times international mile";1.6;;"5454b231-270e-45e6-89b2-7f4f3e482245"
"cff8f1bf-bda0-4fc1-b14c-537d8861dcce";"Imp.min.";"Minim";6.16e-08;;"93a60a57-a3c8-12da-a746-0800200c9a66"
"d01259b2-24c2-46af-a7fe-36dd025ead15";"ug";"Microgram";1e-09;"µg";"93a60a57-a4c8-11da-a746-0800200c9a66"
